ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,YEAR,COMPANY
Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,Not Minority,Living Characters,2,1995,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,2,1995,Marvel
Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Not Minority,Living Characters,2,1995,Marvel
Secret Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,2,1995,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Deceased Characters,2,1995,Marvel
Public Identity,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Public Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Brown Hair,Male Characters,Not Minority,Deceased Characters,2,1995,Marvel
Secret Identity,Neutral Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Data Unavailable,Good Characters,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Living Characters,2,1995,Marvel
Public Identity,Bad Characters,White Eyes,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Public Identity,Neutral Characters,Data Unavailable,Brown Hair,Female Characters,Not Minority,Living Characters,2,1995,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Deceased Characters,2,1995,Marvel
Secret Identity,Neutral Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,2,1995,Marvel
Secret Identity,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Secret Identity,Bad Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Data Unavailable,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Secret Identity,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Red Hair,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Secret Identity,Bad Characters,Data Unavailable,Bald,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Public Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1995,Marvel
No Dual Identity,Bad Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Living Characters,2,1995,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Public Identity,Data Unavailable,Data Unavailable,Red Hair,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Not Minority,Deceased Characters,2,1995,Marvel
Data Unavailable,Good Characters,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Deceased Characters,2,1995,Marvel
Secret Identity,Bad Characters,Data Unavailable,Blond Hair,Female Characters,Not Minority,Living Characters,2,1995,Marvel
Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Not Minority,Deceased Characters,2,1995,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,2,1995,Marvel
Secret Identity,Bad Characters,Red Eyes,Data Unavailable,Data Unavailable,Not Minority,Living Characters,2,1995,Marvel
Secret Identity,Bad Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Secret Identity,Bad Characters,Data Unavailable,White Hair,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Secret Identity,Bad Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,2,1995,Marvel
Secret Identity,Bad Characters,Data Unavailable,Blond Hair,Male Characters,Not Minority,Living Characters,2,1996,Marvel
No Dual Identity,Neutral Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,2,1996,Marvel
Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,Not Minority,Deceased Characters,2,1996,Marvel
Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,Not Minority,Deceased Characters,2,1996,Marvel
Secret Identity,Bad Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,2,1996,Marvel
Public Identity,Data Unavailable,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,2,1996,Marvel
Data Unavailable,Bad Characters,Red Eyes,No Hair,Male Characters,Not Minority,Living Characters,2,1996,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Bald,Male Characters,Not Minority,Living Characters,2,1996,Marvel
No Dual Identity,Good Characters,Data Unavailable,Blond Hair,Male Characters,Not Minority,Living Characters,2,1996,Marvel
Public Identity,Bad Characters,Grey Eyes,Brown Hair,Male Characters,Not Minority,Living Characters,2,1996,Marvel
Secret Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,2,1996,Marvel
Public Identity,Good Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,2,1996,Marvel
Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Not Minority,Deceased Characters,2,1996,Marvel
Data Unavailable,Bad Characters,Brown Eyes,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1996,Marvel
Secret Identity,Good Characters,Data Unavailable,White Hair,Female Characters,Not Minority,Deceased Characters,2,1996,Marvel
No Dual Identity,Neutral Characters,Data Unavailable,Blond Hair,Female Characters,Not Minority,Living Characters,2,1996,Marvel
Secret Identity,Neutral Characters,Data Unavailable,White Hair,Male Characters,Not Minority,Living Characters,2,1996,Marvel
Public Identity,Data Unavailable,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,2,1996,Marvel
Public Identity,Data Unavailable,Data Unavailable,White Hair,Male Characters,Not Minority,Living Characters,2,1996,Marvel
Public Identity,Good Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,2,1996,Marvel
Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,Not Minority,Deceased Characters,2,1996,Marvel
No Dual Identity,Data Unavailable,Green Eyes,No Hair,Male Characters,Not Minority,Living Characters,2,1996,Marvel
Public Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1996,Marvel
Secret Identity,Neutral Characters,Data Unavailable,Grey Hair,Male Characters,Not Minority,Living Characters,2,1996,Marvel
Secret Identity,Bad Characters,No Eyes,No Hair,Data Unavailable,Not Minority,Living Characters,2,1996,Marvel
Secret Identity,Data Unavailable,Data Unavailable,Purple Hair,Male Characters,Not Minority,Living Characters,2,1996,Marvel
Data Unavailable,Bad Characters,Data Unavailable,White Hair,Male Characters,Not Minority,Deceased Characters,2,1996,Marvel
Public Identity,Neutral Characters,White Eyes,No Hair,Male Characters,Not Minority,Living Characters,2,1996,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,2,1996,Marvel
No Dual Identity,Data Unavailable,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,2,1996,Marvel
No Dual Identity,Data Unavailable,Blue Eyes,Blond Hair,Female Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Bad Characters,Blue Eyes,Black Hair,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,2,1997,Marvel
No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Not Minority,Deceased Characters,2,1997,Marvel
Public Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,2,1997,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Bad Characters,Data Unavailable,No Hair,Data Unavailable,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Not Minority,Living Characters,2,1997,Marvel
No Dual Identity,Bad Characters,White Eyes,No Hair,Data Unavailable,Not Minority,Living Characters,2,1997,Marvel
Secret Identity,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Secret Identity,Bad Characters,Data Unavailable,White Hair,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Public Identity,Good Characters,Data Unavailable,Blond Hair,Female Characters,Not Minority,Living Characters,2,1997,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Bad Characters,Data Unavailable,No Hair,Data Unavailable,Not Minority,Living Characters,2,1997,Marvel
Secret Identity,Data Unavailable,Data Unavailable,Red Hair,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Neutral Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Secret Identity,Bad Characters,Data Unavailable,Grey Hair,Female Characters,Not Minority,Living Characters,2,1997,Marvel
Public Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Bad Characters,White Eyes,No Hair,Data Unavailable,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Living Characters,2,1997,Marvel
Public Identity,Data Unavailable,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Bad Characters,Red Eyes,No Hair,Data Unavailable,Not Minority,Living Characters,2,1997,Marvel
Secret Identity,Good Characters,Data Unavailable,No Hair,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Secret Identity,Bad Characters,Data Unavailable,Brown Hair,Female Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Neutral Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Deceased Characters,2,1997,Marvel
Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Not Minority,Deceased Characters,2,1997,Marvel
Data Unavailable,Good Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,2,1997,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,2,1997,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Blond Hair,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Public Identity,Good Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,2,1997,Marvel
Public Identity,Good Characters,Data Unavailable,Blond Hair,Female Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Bad Characters,Data Unavailable,No Hair,Data Unavailable,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,2,1997,Marvel
Secret Identity,Bad Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Living Characters,2,1997,Marvel
Secret Identity,Bad Characters,Data Unavailable,White Hair,Female Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Brown Hair,Female Characters,Not Minority,Living Characters,2,1997,Marvel
Secret Identity,Good Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Not Minority,Deceased Characters,2,1997,Marvel
Secret Identity,Bad Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Blond Hair,Female Characters,Not Minority,Living Characters,2,1997,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Living Characters,2,1997,Marvel
Secret Identity,Data Unavailable,Data Unavailable,No Hair,Female Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Bald,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Good Characters,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Living Characters,2,1997,Marvel
Secret Identity,Neutral Characters,Data Unavailable,No Hair,Female Characters,Not Minority,Living Characters,2,1997,Marvel
Public Identity,Neutral Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Neutral Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Bad Characters,Data Unavailable,No Hair,Data Unavailable,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Living Characters,2,1997,Marvel
Secret Identity,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,2,1997,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Black Hair,Male Characters,Not Minority,Deceased Characters,2,1997,Marvel
Data Unavailable,Bad Characters,Data Unavailable,No Hair,Data Unavailable,Not Minority,Living Characters,2,1997,Marvel
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,White Hair,Female Characters,Not Minority,Living Characters,2,1998,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,2,1998,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,2,1998,Marvel
No Dual Identity,Data Unavailable,Data Unavailable,Grey Hair,Female Characters,Not Minority,Living Characters,2,1998,Marvel
No Dual Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1998,Marvel
No Dual Identity,Data Unavailable,Data Unavailable,Grey Hair,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Public Identity,Data Unavailable,Data Unavailable,Bald,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Public Identity,Data Unavailable,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Public Identity,Bad Characters,Brown Eyes,Data Unavailable,Male Characters,Not Minority,Deceased Characters,2,1998,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Living Characters,2,1998,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Secret Identity,Neutral Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,2,1998,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1998,Marvel
No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Not Minority,Living Characters,2,1998,Marvel
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Not Minority,Living Characters,2,1998,Marvel
No Dual Identity,Data Unavailable,Data Unavailable,White Hair,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Secret Identity,Bad Characters,Data Unavailable,Red Hair,Male Characters,Not Minority,Deceased Characters,2,1998,Marvel
Secret Identity,Data Unavailable,Data Unavailable,Bald,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Secret Identity,Bad Characters,Data Unavailable,Grey Hair,Male Characters,Not Minority,Deceased Characters,2,1998,Marvel
Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Not Minority,Living Characters,2,1998,Marvel
Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,2,1998,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Secret Identity,Data Unavailable,Data Unavailable,Red Hair,Female Characters,Not Minority,Living Characters,2,1998,Marvel
Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Data Unavailable,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,2,1998,Marvel
Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Public Identity,Good Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,2,1998,Marvel
Public Identity,Data Unavailable,Data Unavailable,Blond Hair,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Public Identity,Good Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,2,1998,Marvel
No Dual Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Data Unavailable,Data Unavailable,Blue Eyes,Blond Hair,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1998,Marvel
Secret Identity,Bad Characters,Data Unavailable,Black Hair,Female Characters,Homosexual Characters,Living Characters,2,1998,Marvel
Secret Identity,Bad Characters,Data Unavailable,Brown Hair,Female Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Neutral Characters,No Eyes,No Hair,Data Unavailable,Not Minority,Living Characters,2,1999,Marvel
No Dual Identity,Data Unavailable,Brown Eyes,Black Hair,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Public Identity,Data Unavailable,Data Unavailable,Red Hair,Female Characters,Not Minority,Living Characters,2,1999,Marvel
Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Bad Characters,Data Unavailable,Blond Hair,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Bad Characters,Data Unavailable,Blond Hair,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Public Identity,Data Unavailable,Brown Eyes,Black Hair,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Neutral Characters,Green Eyes,Green Hair,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Data Unavailable,Bad Characters,Data Unavailable,White Hair,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Bad Characters,Data Unavailable,No Hair,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Bad Characters,Data Unavailable,Red Hair,Female Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Public Identity,Data Unavailable,Black Eyes,No Hair,Male Characters,Not Minority,Deceased Characters,2,1999,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Neutral Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Living Characters,2,1999,Marvel
Data Unavailable,Good Characters,Brown Eyes,Brown Hair,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,2,1999,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1999,Marvel
No Dual Identity,Data Unavailable,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Not Minority,Deceased Characters,2,1999,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Living Characters,2,1999,Marvel
Public Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Public Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,Not Minority,Deceased Characters,2,1999,Marvel
Secret Identity,Data Unavailable,Blue Eyes,Bald,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,Not Minority,Deceased Characters,2,1999,Marvel
Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Not Minority,Deceased Characters,2,1999,Marvel
Public Identity,Data Unavailable,Data Unavailable,Bald,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Public Identity,Data Unavailable,Data Unavailable,Grey Hair,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Data Unavailable,Bad Characters,Red Eyes,No Hair,Data Unavailable,Not Minority,Living Characters,2,1999,Marvel
Secret Identity,Bad Characters,Data Unavailable,White Hair,Male Characters,Not Minority,Deceased Characters,2,1999,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,1999,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,2000,Marvel
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Deceased Characters,2,2000,Marvel
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Deceased Characters,2,2000,Marvel
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,2,2000,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,2,2000,Marvel
Secret Identity,Bad Characters,Red Eyes,Data Unavailable,Male Characters,Not Minority,Living Characters,2,2000,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Grey Hair,Male Characters,Not Minority,Living Characters,2,2000,Marvel
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,2000,Marvel
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,2000,Marvel
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,2000,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,2,2000,Marvel
Data Unavailable,Neutral Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,2,2000,Marvel
Secret Identity,Neutral Characters,Hazel Eyes,Brown Hair,Male Characters,Not Minority,Living Characters,2,2000,Marvel
Secret Identity,Data Unavailable,Red Eyes,No Hair,Male Characters,Not Minority,Living Characters,2,2000,Marvel
Public Identity,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Deceased Characters,2,2000,Marvel
Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Not Minority,Living Characters,2,2000,Marvel
