ALIGN,HAIR,SEX,COMPANY
Bad,Brown Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Neutral,Blond Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Good,Brown Hair,Male,Marvel
Bad,Red Hair,Female,Marvel
Neutral,Black Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Female,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Neutral,Red Hair,Male,Marvel
Neutral,Brown Hair,Male,Marvel
Neutral,Black Hair,Male,Marvel
Good,Brown Hair,Female,Marvel
Good,Red Hair,Male,Marvel
Neutral,Blond Hair,Male,Marvel
Bad,Blue Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Female,Marvel
Bad,Blond Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Red Hair,Male,Marvel
Bad,Black Hair,Female,Marvel
Neutral,Brown Hair,Male,Marvel
Good,Blond Hair,Male,Marvel
Bad,Red Hair,Female,Marvel
Good,Black Hair,Male,Marvel
Bad,Red Hair,Male,Marvel
Good,Blond Hair,Male,Marvel
Bad,Red Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Good,Blond Hair,Male,Marvel
Neutral,Blond Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Neutral,Blond Hair,Male,Marvel
Bad,Red Hair,Male,Marvel
Good,Blue Hair,Female,Marvel
Neutral,Black Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Bad,Brown Hair,Male,Marvel
Good,Brown Hair,Female,Marvel
Bad,Blond Hair,Male,Marvel
Neutral,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Neutral,Red Hair,Female,Marvel
Bad,Brown Hair,Male,Marvel
Good,White Hair,Male,Marvel
Good,Red Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Black Hair,Female,Marvel
Bad,Brown Hair,Male,Marvel
Good,Blue Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Black Hair,Female,Marvel
Bad,Blond Hair,Female,Marvel
Good,Black Hair,Male,Marvel
Good,Blond Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Good,Brown Hair,Female,Marvel
Bad,Black Hair,Female,Marvel
Neutral,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Bad,Red Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Good,Brown Hair,Female,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Neutral,Brown Hair,Male,Marvel
Neutral,Brown Hair,Female,Marvel
Neutral,Black Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Blond Hair,Female,Marvel
Good,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Bad,Red Hair,Female,Marvel
Bad,Black Hair,Female,Marvel
Good,Blond Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Good,Red Hair,Female,Marvel
Good,White Hair,Female,Marvel
Neutral,Blond Hair,Female,Marvel
Neutral,White Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Bad,Brown Hair,Female,Marvel
Neutral,Black Hair,Female,Marvel
Good,Blond Hair,Female,Marvel
Bad,Blond Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,White Hair,Female,Marvel
Good,Brown Hair,Male,Marvel
Neutral,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Blond Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Neutral,Black Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Bad,Red Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Neutral,Black Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Good,Black Hair,Female,Marvel
Bad,Blond Hair,Male,Marvel
Bad,Black Hair,Female,Marvel
Bad,Brown Hair,Female,Marvel
Good,Black Hair,Female,Marvel
Bad,Black Hair,Female,Marvel
Bad,Blond Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Red Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Good,Brown Hair,Female,Marvel
Good,Black Hair,Male,Marvel
Neutral,White Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Neutral,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Neutral,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,White Hair,Female,Marvel
Good,Blond Hair,Male,Marvel
Neutral,Red Hair,Female,Marvel
Good,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Female,Marvel
Good,Brown Hair,Female,Marvel
Good,Black Hair,Female,Marvel
Good,Black Hair,Female,Marvel
Bad,Blond Hair,Male,Marvel
Good,Red Hair,Female,Marvel
Bad,Blond Hair,Female,Marvel
Neutral,Black Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Good,Blond Hair,Female,Marvel
Bad,Brown Hair,Male,Marvel
Neutral,Red Hair,Female,Marvel
Bad,Red Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Good,Blond Hair,Male,Marvel
Neutral,Brown Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Neutral,Black Hair,Female,Marvel
Good,Brown Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Neutral,Black Hair,Male,Marvel
Good,White Hair,Male,Marvel
Neutral,Blond Hair,Female,Marvel
Bad,Red Hair,Male,Marvel
Neutral,Red Hair,Female,Marvel
Good,Blond Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Neutral,Brown Hair,Male,Marvel
Neutral,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Good,Red Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Bad,White Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Neutral,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Good,Brown Hair,Female,Marvel
Good,Black Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Neutral,Brown Hair,Female,Marvel
Neutral,Black Hair,Male,Marvel
Good,Brown Hair,Female,Marvel
Good,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Bad,Blue Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Good,Brown Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Neutral,Black Hair,Male,Marvel
Good,Brown Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Neutral,White Hair,Male,Marvel
Neutral,Blond Hair,Female,Marvel
Bad,Blond Hair,Male,Marvel
Neutral,Brown Hair,Male,Marvel
Good,White Hair,Male,Marvel
Good,Brown Hair,Female,Marvel
Bad,Red Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Neutral,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Neutral,Brown Hair,Female,Marvel
Good,Brown Hair,Male,Marvel
Bad,Red Hair,Female,Marvel
Good,Black Hair,Male,Marvel
Good,Blond Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Neutral,Black Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Neutral,Brown Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Neutral,Black Hair,Female,Marvel
Good,Black Hair,Female,Marvel
Neutral,Blond Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Blond Hair,Female,Marvel
Neutral,Brown Hair,Female,Marvel
Bad,Brown Hair,Male,Marvel
Neutral,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Good,Brown Hair,Female,Marvel
Bad,White Hair,Male,Marvel
Good,Brown Hair,Female,Marvel
Bad,White Hair,Female,Marvel
Good,Brown Hair,Female,Marvel
Good,White Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Black Hair,Female,Marvel
Bad,Blond Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Neutral,Black Hair,Female,Marvel
Good,Black Hair,Female,Marvel
Neutral,Black Hair,Male,Marvel
Neutral,Blond Hair,Male,Marvel
Good,Blond Hair,Male,Marvel
Neutral,Black Hair,Female,Marvel
Good,Black Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Good,Black Hair,Male,Marvel
Neutral,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Bad,Brown Hair,Female,Marvel
Neutral,Black Hair,Male,Marvel
Good,Blond Hair,Male,Marvel
Bad,Red Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Good,White Hair,Female,Marvel
Good,Black Hair,Female,Marvel
Good,Black Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Bad,Blond Hair,Male,Marvel
Neutral,Black Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Good,Blond Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Bad,Red Hair,Female,Marvel
Neutral,Blond Hair,Male,Marvel
Bad,Blond Hair,Female,Marvel
Neutral,Brown Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Neutral,Black Hair,Female,Marvel
Bad,Brown Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Good,White Hair,Female,Marvel
Bad,Brown Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Good,Brown Hair,Female,Marvel
Good,Brown Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Neutral,Black Hair,Male,Marvel
Bad,White Hair,Female,Marvel
Good,Black Hair,Female,Marvel
Good,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Red Hair,Male,Marvel
Neutral,Red Hair,Female,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Neutral,Black Hair,Female,Marvel
Neutral,Brown Hair,Female,Marvel
Neutral,Black Hair,Male,Marvel
Neutral,White Hair,Male,Marvel
Bad,Blond Hair,Female,Marvel
Neutral,Black Hair,Female,Marvel
Neutral,Black Hair,Female,Marvel
Neutral,Blond Hair,Female,Marvel
Good,Brown Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Good,White Hair,Male,Marvel
Bad,Black Hair,Female,Marvel
Neutral,Brown Hair,Male,Marvel
Neutral,Blond Hair,Male,Marvel
Neutral,White Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Bad,Red Hair,Male,Marvel
Neutral,Brown Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Female,Marvel
Neutral,Blond Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Good,White Hair,Female,Marvel
Good,Brown Hair,Female,Marvel
Good,Brown Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Neutral,Black Hair,Female,Marvel
Bad,Brown Hair,Male,Marvel
Neutral,Red Hair,Female,Marvel
Good,Brown Hair,Female,Marvel
Neutral,Brown Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Bad,Red Hair,Female,Marvel
Good,Brown Hair,Female,Marvel
Neutral,Black Hair,Male,Marvel
Good,Blond Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Good,Red Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Neutral,Brown Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Bad,Brown Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Neutral,Red Hair,Female,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Neutral,Blond Hair,Male,Marvel
Neutral,Red Hair,Male,Marvel
Neutral,Black Hair,Male,Marvel
Good,White Hair,Male,Marvel
Bad,Red Hair,Female,Marvel
Bad,Blond Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Blond Hair,Female,Marvel
Neutral,White Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Neutral,Brown Hair,Male,Marvel
Good,Blond Hair,Male,Marvel
Neutral,Brown Hair,Male,Marvel
Good,White Hair,Female,Marvel
Neutral,Black Hair,Female,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Neutral,Black Hair,Female,Marvel
Good,White Hair,Female,Marvel
Good,Black Hair,Male,Marvel
Neutral,Brown Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Bad,Blond Hair,Male,Marvel
Neutral,Blond Hair,Female,Marvel
Neutral,Black Hair,Male,Marvel
Good,Red Hair,Female,Marvel
Neutral,Blond Hair,Female,Marvel
Neutral,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Neutral,Blond Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Neutral,Brown Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Brown Hair,Female,Marvel
Bad,Blond Hair,Male,Marvel
Neutral,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Neutral,Black Hair,Female,Marvel
Bad,Black Hair,Female,Marvel
Bad,Brown Hair,Male,Marvel
Good,Brown Hair,Female,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Female,Marvel
Bad,Brown Hair,Female,Marvel
Neutral,Brown Hair,Female,Marvel
Bad,Blond Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Bad,Blond Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Brown Hair,Female,Marvel
Bad,Black Hair,Female,Marvel
Bad,Blond Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Blond Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Good,Blond Hair,Female,Marvel
Good,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Brown Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Good,Blond Hair,Female,Marvel
Bad,White Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Neutral,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Blond Hair,Female,Marvel
Good,Blond Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Good,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Good,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Neutral,Brown Hair,Female,Marvel
Good,Black Hair,Female,Marvel
Bad,White Hair,Male,Marvel
Good,Brown Hair,Female,Marvel
Good,Black Hair,Female,Marvel
Good,White Hair,Male,Marvel
Good,Brown Hair,Female,Marvel
Good,Brown Hair,Female,Marvel
Good,Blond Hair,Female,Marvel
Good,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Brown Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Brown Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Bad,Red Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Bad,Brown Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Good,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Neutral,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Neutral,Blond Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Neutral,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Good,Brown Hair,Female,Marvel
Good,White Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Red Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Female,Marvel
Bad,Brown Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Good,White Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Good,White Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Neutral,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Red Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Good,Blond Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Blond Hair,Female,Marvel
Neutral,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Good,Brown Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Blond Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Bad,Brown Hair,Male,Marvel
Good,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Bad,White Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Black Hair,Female,Marvel
Good,Blond Hair,Female,Marvel
Good,Brown Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Good,Red Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Bad,White Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Neutral,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Blond Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Bad,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Blond Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Black Hair,Female,Marvel
Good,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Good,Brown Hair,Male,Marvel
Good,Blond Hair,Female,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Good,Red Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,White Hair,Male,Marvel
Good,White Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Black Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Bad,Brown Hair,Male,Marvel
Good,Blond Hair,Male,Marvel
